,Suburb_id,Suburb,Postcode,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
1977,1977,Roseville Chase,2069.0,Park,Beach,,,,,,,,
1978,1978,Rosewater,5013.0,Grocery Store,Pub,Vietnamese Restaurant,Train Station,,,,,,
1979,1979,Rosewood,4340.0,Grocery Store,Bakery,Park,Train Station,,,,,,
1980,1980,Rosny,7018.0,Scenic Lookout,,,,,,,,,
1981,1981,Rosny Park,7018.0,Fast Food Restaurant,Department Store,Café,Juice Bar,Dessert Shop,Pizza Place,Coffee Shop,Spa,Grocery Store,Movie Theater
1982,1982,Rosslyn Park,5072.0,Winery,Park,Australian Restaurant,Grocery Store,Bakery,,,,,
1983,1983,Rossmore,2557.0,,,,,,,,,,
1984,1984,Rossmoyne,6148.0,Chinese Restaurant,Café,Pizza Place,Grocery Store,Bowling Green,,,,,
1985,1985,Rostrevor,5073.0,Café,Playground,,,,,,,,
1986,1986,Rothwell,4022.0,,,,,,,,,,
1987,1987,Rouse Hill,2155.0,Fast Food Restaurant,Supermarket,Grocery Store,Chinese Restaurant,Park,Pharmacy,Pizza Place,Thai Restaurant,,
1988,1988,Rowville,3178.0,Department Store,Supermarket,Donut Shop,Café,Food Court,Asian Restaurant,,,,
1989,1989,Roxburgh Park,3064.0,Electronics Store,,,,,,,,,
1990,1990,Royal Park,5014.0,Liquor Store,Bar,Soccer Field,,,,,,,
1991,1991,Royston Park,5070.0,Italian Restaurant,Pizza Place,Pub,Gym,,,,,,
1992,1992,Rozelle,2039.0,Vegetarian / Vegan Restaurant,Café,Pub,Bus Station,Ice Cream Shop,Soccer Field,Pizza Place,Electronics Store,Gym,Flea Market
1993,1993,Runcorn,4113.0,Sushi Restaurant,Bus Station,Train Station,Grocery Store,,,,,,
1994,1994,Ruse,2560.0,Pub,Cafeteria,Liquor Store,Grocery Store,Chinese Restaurant,Convenience Store,Bakery,,,
1995,1995,Rush Creek,4521.0,Business Service,,,,,,,,,
1996,1996,Rushcutters Bay,2011.0,Café,Italian Restaurant,Park,Wine Bar,Harbor / Marina,Pizza Place,Thai Restaurant,Sushi Restaurant,Japanese Restaurant,Coffee Shop
1997,1997,Russell Lea,2046.0,Thai Restaurant,Dessert Shop,Park,Greek Restaurant,,,,,,
1998,1998,Rydalmere,2116.0,Supermarket,Bus Station,Fast Food Restaurant,Climbing Gym,Home Service,Gym,Electronics Store,Asian Restaurant,Café,Thai Restaurant
1999,1999,Ryde,2112.0,Café,Pub,Persian Restaurant,Clothing Store,Bar,Fast Food Restaurant,Middle Eastern Restaurant,Shopping Mall,Grocery Store,Food Court
2000,2000,Rye,3941.0,Park,Hotel,,,,,,,,
2001,2001,Rythdale,3810.0,,,,,,,,,,
2002,2002,Sackville,2756.0,,,,,,,,,,
2003,2003,Sackville North,2756.0,Park,,,,,,,,,
2004,2004,Sadleir,2168.0,Park,,,,,,,,,
2005,2005,Sadliers Crossing,4305.0,Platform,Thai Restaurant,Business Service,Train Station,Brewery,,,,,
2006,2006,Safety Bay,6169.0,Food Truck,Beach,,,,,,,,
2007,2007,Safety Beach,3936.0,Campground,Beach,Greek Restaurant,,,,,,,
2008,2008,Salisbury,4107.0,Brewery,Coffee Shop,Convenience Store,,,,,,,
2009,2009,Salisbury,5108.0,Fast Food Restaurant,Italian Restaurant,Gas Station,Sandwich Place,Café,Multiplex,Bakery,Coffee Shop,Video Game Store,Asian Restaurant
2010,2010,Salisbury Downs,5108.0,Discount Store,Gym,,,,,,,,
2011,2011,Salisbury East,5109.0,Soccer Field,,,,,,,,,
2012,2012,Salisbury Heights,5109.0,Bus Station,,,,,,,,,
2013,2013,Salisbury North,5108.0,Fast Food Restaurant,Playground,,,,,,,,
2014,2014,Salisbury Park,5109.0,Deli / Bodega,Park,,,,,,,,
2015,2015,Salisbury Plain,5109.0,Furniture / Home Store,Australian Restaurant,,,,,,,,
2016,2016,Salisbury South,5106.0,Coffee Shop,Liquor Store,,,,,,,,
2017,2017,Salter Point,6152.0,Athletics & Sports,Playground,,,,,,,,
2018,2018,Samford Valley,4520.0,Café,Garden Center,Flower Shop,,,,,,,
2019,2019,Samford Village,4520.0,Café,Grocery Store,Park,Gym,Bakery,,,,,
2020,2020,Sampson Flat,5114.0,,,,,,,,,,
2021,2021,Samson,6163.0,Park,Bridal Shop,Basketball Court,,,,,,,
2022,2022,Samsonvale,4520.0,,,,,,,,,,
2023,2023,Sandgate,4017.0,Café,Bakery,Bus Station,Bar,Park,Coffee Shop,Thrift / Vintage Store,Liquor Store,Pizza Place,Fast Food Restaurant
2024,2024,Sandhurst,3977.0,Women's Store,Golf Course,,,,,,,,
2025,2025,Sandringham,2219.0,Café,Sports Bar,Beach,,,,,,,
2026,2026,Sandringham,3191.0,Garden Center,Garden,Gym,,,,,,,
2027,2027,Sandstone Point,4511.0,Chinese Restaurant,Park,Print Shop,,,,,,,
2028,2028,Sandy Bay,7005.0,Department Store,Music Venue,Gym,,,,,,,
2029,2029,Sandy Point,2172.0,,,,,,,,,,
2030,2030,Sans Souci,2219.0,Restaurant,Bistro,French Restaurant,,,,,,,
2031,2031,Sassafras,3787.0,Café,Tea Room,Toy / Game Store,Coffee Shop,,,,,,
2032,2032,Sawyers Valley,6074.0,,,,,,,,,,
2033,2033,Scarborough,4020.0,Health & Beauty Service,Market,Pool,,,,,,,
2034,2034,Scarborough,6019.0,Café,Seafood Restaurant,Pizza Place,Grocery Store,Bakery,,,,,
2035,2035,Scheyville,2756.0,Park,,,,,,,,,
2036,2036,Schofields,2762.0,,,,,,,,,,
2037,2037,Scoresby,3179.0,Diner,Sporting Goods Shop,,,,,,,,
2038,2038,Scullin,2614.0,Shopping Plaza,Moving Target,Bus Station,,,,,,,
2039,2039,Seabrook,3028.0,Pizza Place,Shopping Plaza,Fish & Chips Shop,Indian Restaurant,,,,,,
2040,2040,Seacliff,5049.0,Harbor / Marina,Park,Pub,Beach,,,,,,
2041,2041,Seacliff Park,5049.0,Liquor Store,Gas Station,Grocery Store,Bakery,,,,,,
2042,2042,Seacombe Gardens,5047.0,Park,Pizza Place,Electronics Store,Thrift / Vintage Store,,,,,,
2043,2043,Seacombe Heights,5047.0,,,,,,,,,,
2044,2044,Seaford,3198.0,,,,,,,,,,
2045,2045,Seaford,5169.0,Grocery Store,Café,Bakery,Coffee Shop,Gastropub,Gym,Shopping Mall,Bar,Fast Food Restaurant,Gas Station
2046,2046,Seaford Heights,5169.0,,,,,,,,,,
2047,2047,Seaford Meadows,5169.0,Supermarket,Italian Restaurant,Burger Joint,,,,,,,
2048,2048,Seaford Rise,5169.0,Fried Chicken Joint,,,,,,,,,
2049,2049,Seaforth,2092.0,Bakery,Event Service,,,,,,,,
2050,2050,Seaholme,3018.0,Train Station,Park,Greek Restaurant,Café,Bakery,,,,,
2051,2051,Seaton,5023.0,Gas Station,Golf Course,Pool,Bar,,,,,,
2052,2052,Seaview Downs,5049.0,Gas Station,Coffee Shop,,,,,,,,
2053,2053,Secret Harbour,6173.0,Department Store,Fast Food Restaurant,,,,,,,,
2054,2054,Seddon,3011.0,Café,Wine Shop,Thai Restaurant,Coffee Shop,Gym,Grocery Store,Wine Bar,Bakery,African Restaurant,Supermarket
2055,2055,Sefton,2162.0,Pub,,,,,,,,,
2056,2056,Sefton Park,5083.0,Grocery Store,Video Game Store,Doctor's Office,Sandwich Place,,,,,,
2057,2057,Selby,3159.0,Grocery Store,Train Station,Music Venue,,,,,,,
2058,2058,Sellicks Beach,5174.0,Beach,Pizza Place,Café,,,,,,,
2059,2059,Sellicks Hill,5174.0,,,,,,,,,,
2060,2060,Semaphore,5019.0,Café,Grocery Store,Ice Cream Shop,Mexican Restaurant,Restaurant,Flower Shop,Asian Restaurant,Thai Restaurant,Sandwich Place,Movie Theater
2061,2061,Semaphore Park,5019.0,Event Service,Bus Station,,,,,,,,
2062,2062,Semaphore South,5019.0,Beach,Australian Restaurant,Playground,,,,,,,
2063,2063,Serpentine,6125.0,Train Station,Park,Pub,,,,,,,
2064,2064,Seven Hills,2147.0,Fast Food Restaurant,Shopping Mall,Supermarket,Frame Store,Coffee Shop,Café,,,,
2065,2065,Seven Hills,4170.0,Dance Studio,Café,Thai Restaurant,,,,,,,
2066,2066,Seventeen Mile Rocks,4073.0,,,,,,,,,,
2067,2067,Seville,3139.0,Grocery Store,Sandwich Place,Café,Food & Drink Shop,,,,,,
2068,2068,Seville East,3139.0,,,,,,,,,,
2069,2069,Seville Grove,6112.0,,,,,,,,,,
2070,2070,Shailer Park,4128.0,Lingerie Store,,,,,,,,,
2071,2071,Shalvey,2770.0,Gas Station,,,,,,,,,
2072,2072,Shanes Park,2747.0,,,,,,,,,,
2073,2073,Sheidow Park,5158.0,,,,,,,,,,
2074,2074,Sheldon,4157.0,,,,,,,,,,
2075,2075,Shelley,6148.0,Restaurant,Athletics & Sports,Café,,,,,,,
2076,2076,Shenton Park,6008.0,Café,Train Station,Art Gallery,Bus Stop,Dog Run,,,,,
2077,2077,Sherbrooke,3789.0,,,,,,,,,,
2078,2078,Sherwood,4075.0,Café,Liquor Store,Bakery,Yoga Studio,Supermarket,Coffee Shop,,,,
2079,2079,Shoalwater,6169.0,Grocery Store,Pharmacy,Snack Place,Coffee Shop,Electronics Store,Gym,,,,
2080,2080,Shoreham,3916.0,,,,,,,,,,
2081,2081,Shorncliffe,4017.0,Food Truck,Train Station,Art Gallery,Café,Convenience Store,,,,,
2082,2082,Silkstone,4304.0,Massage Studio,Convenience Store,,,,,,,,
2083,2083,Silvan,3795.0,Café,,,,,,,,,
2084,2084,Silverwater,2128.0,Café,Electronics Store,Fast Food Restaurant,Furniture / Home Store,Pharmacy,Sandwich Place,,,,
2085,2085,Sinagra,6065.0,,,,,,,,,,
2086,2086,Singleton,6175.0,Park,Athletics & Sports,Electronics Store,,,,,,,
2087,2087,Sinnamon Park,4073.0,Bike Trail,Bus Stop,,,,,,,,
2088,2088,Skye,3977.0,,,,,,,,,,
2089,2089,Skye,5072.0,Trail,Harbor / Marina,,,,,,,,
2090,2090,Slacks Creek,4127.0,Park,,,,,,,,,
2091,2091,Smeaton Grange,2567.0,Recreation Center,Gym / Fitness Center,Construction & Landscaping,Gym,,,,,,
2092,2092,Smithfield,2164.0,Fast Food Restaurant,Italian Restaurant,Museum,Portuguese Restaurant,Turkish Restaurant,Sandwich Place,General Entertainment,Park,Supermarket,
2093,2093,Smithfield,5114.0,Fast Food Restaurant,Supermarket,Seafood Restaurant,Train Station,Grocery Store,Café,Shopping Mall,Chinese Restaurant,Sandwich Place,Asian Restaurant
2094,2094,Smithfield Plains,5114.0,Convenience Store,Video Store,Gym,,,,,,,
2095,2095,Smiths Gully,3760.0,,,,,,,,,,
2096,2096,Somers,3927.0,,,,,,,,,,
2097,2097,Somerton,3062.0,Gun Shop,,,,,,,,,
2098,2098,Somerton Park,5044.0,Tanning Salon,Bakery,Auto Garage,Wine Shop,,,,,,
2099,2099,Somerville,3912.0,Supermarket,Pub,Gym,Sandwich Place,Train Station,,,,,
2100,2100,Sorell,7172.0,Grocery Store,,,,,,,,,
2101,2101,Sorrento,3943.0,Garden,Café,,,,,,,,
2102,2102,Sorrento,6020.0,Deli / Bodega,Park,,,,,,,,
2103,2103,South Brighton,5048.0,Bakery,Café,Fast Food Restaurant,Pet Store,Restaurant,Pizza Place,,,,
2104,2104,South Brisbane,4101.0,Café,Coffee Shop,Vietnamese Restaurant,Japanese Restaurant,Pub,Theater,Beer Bar,Concert Hall,Bar,Cocktail Bar
2105,2105,South Coogee,2034.0,Trail,Pool,Café,Bakery,,,,,,
2106,2106,South Fremantle,6162.0,Bakery,Café,Pub,Food & Drink Shop,Thai Restaurant,Coffee Shop,Indian Restaurant,Gastropub,Italian Restaurant,
2107,2107,South Granville,2142.0,Middle Eastern Restaurant,,,,,,,,,
2108,2108,South Guildford,6055.0,Diner,Chinese Restaurant,Outdoor Supply Store,,,,,,,
2109,2109,South Hobart,7004.0,Deli / Bodega,Hotel,Café,Park,Fast Food Restaurant,,,,,
2110,2110,South Hurstville,2221.0,Bakery,Indian Restaurant,Falafel Restaurant,Electronics Store,Pizza Place,Grocery Store,Thai Restaurant,Convenience Store,Farmers Market,General Entertainment
2111,2111,South Kingsville,3015.0,Bakery,Indian Restaurant,Pizza Place,Playground,,,,,,
2112,2112,South Lake,6164.0,Restaurant,Lake,Park,,,,,,,
2113,2113,South Maclean,4280.0,,,,,,,,,,
2114,2114,South Maroota,2756.0,,,,,,,,,,
2115,2115,South Melbourne,3205.0,Café,Pub,Bakery,Bar,Paper / Office Supplies Store,Gastropub,Mexican Restaurant,Salad Place,Frozen Yogurt Shop,Sandwich Place
2116,2116,South Morang,3752.0,Soccer Field,,,,,,,,,
2117,2117,South Penrith,2750.0,Fast Food Restaurant,Fish & Chips Shop,Pub,Print Shop,Gym,Video Store,,,,
2118,2118,South Perth,6151.0,Café,Bakery,Tennis Court,Gym / Fitness Center,Coffee Shop,Grocery Store,Supermarket,,,
2119,2119,South Plympton,5038.0,Farmers Market,Convenience Store,Gym,Sandwich Place,Bakery,Deli / Bodega,,,,
2120,2120,South Ripley,4306.0,,,,,,,,,,
2121,2121,South Turramurra,2074.0,Baseball Field,,,,,,,,,
2122,2122,South Wentworthville,2145.0,Fast Food Restaurant,Supermarket,Steakhouse,Shopping Mall,Paper / Office Supplies Store,Gym,Business Service,Liquor Store,,
2123,2123,South Wharf,3006.0,Bar,Hotel,Grocery Store,Sporting Goods Shop,Café,Clothing Store,Shoe Store,Gym,Australian Restaurant,Lingerie Store
2124,2124,South Windsor,2756.0,Bowling Alley,Basketball Stadium,Pub,Sports Club,,,,,,
2125,2125,South Yarra,3141.0,Café,Italian Restaurant,Hotel,Japanese Restaurant,Bakery,Bar,Coffee Shop,Thai Restaurant,Grocery Store,Convenience Store
2126,2126,Southbank,3006.0,Café,Bakery,Bar,Asian Restaurant,Coffee Shop,Movie Theater,Pet Store,Burger Joint,Supermarket,Mexican Restaurant
2127,2127,Southern River,6110.0,,,,,,,,,,
2128,2128,Southport,822.0,Boat or Ferry,,,,,,,,,
2129,2129,Spearwood,6163.0,Soccer Field,Bus Station,,,,,,,,
2130,2130,Spence,2615.0,Australian Restaurant,Convenience Store,Bus Stop,,,,,,,
2131,2131,Spotswood,3015.0,Bakery,Café,Pub,Breakfast Spot,Bar,Post Office,Train Station,,,
2132,2132,Spring Farm,2570.0,Lake,Park,,,,,,,,
2133,2133,Spring Hill,4000.0,Café,Hotel,Pub,Sandwich Place,Japanese Restaurant,Hotel Bar,Convenience Store,Pizza Place,Burrito Place,Supermarket
2134,2134,Spring Mountain,4124.0,Child Care Service,,,,,,,,,
2135,2135,Springfield,4300.0,Pizza Place,,,,,,,,,
2136,2136,Springfield,5062.0,Historic Site,Baseball Field,,,,,,,,
2137,2137,Springfield Central,4300.0,Pub,Ice Cream Shop,,,,,,,,
2138,2138,Springfield Lakes,4300.0,Construction & Landscaping,,,,,,,,,
2139,2139,Springvale,3171.0,Vietnamese Restaurant,Grocery Store,Shopping Mall,Thai Restaurant,Chinese Restaurant,Fruit & Vegetable Store,Cambodian Restaurant,Bakery,Train Station,Dessert Shop
2140,2140,Springvale South,3172.0,Asian Restaurant,Athletics & Sports,Buddhist Temple,Burger Joint,Health & Beauty Service,Vietnamese Restaurant,Convenience Store,,,
2141,2141,Springwood,4127.0,,,,,,,,,,
2142,2142,St Agnes,5097.0,Deli / Bodega,Food & Drink Shop,Pet Store,Spa,Shopping Mall,,,,,
2143,2143,St Albans,3021.0,Portuguese Restaurant,Fried Chicken Joint,Pizza Place,Grocery Store,Market,Asian Restaurant,Vietnamese Restaurant,Noodle House,Bakery,
2144,2144,St Andrews,2566.0,Chinese Restaurant,Pizza Place,Convenience Store,Shopping Mall,,,,,,
2145,2145,St Andrews Beach,3941.0,Beach,,,,,,,,,
2146,2146,St Clair,2759.0,BBQ Joint,,,,,,,,,
2147,2147,St Clair,5011.0,Grocery Store,Mediterranean Restaurant,Sushi Restaurant,Shopping Mall,Train Station,Coffee Shop,Football Stadium,,,
2148,2148,St Georges,5064.0,Health & Beauty Service,,,,,,,,,
2149,2149,St Helena,3088.0,Supermarket,Shopping Mall,Pharmacy,Fried Chicken Joint,Bakery,,,,,
2150,2150,St Helens Park,2560.0,Massage Studio,Dog Run,,,,,,,,
2151,2151,St Ives,2075.0,Breakfast Spot,German Restaurant,Bakery,,,,,,,
2152,2152,St Ives Chase,2075.0,Shopping Mall,Airport,Pizza Place,Ice Cream Shop,,,,,,
2153,2153,St James,6102.0,Fast Food Restaurant,Café,Pharmacy,Electronics Store,Asian Restaurant,,,,,
2154,2154,St Johns Park,2176.0,Photography Studio,Park,Soccer Field,Scenic Lookout,,,,,,
2155,2155,St Kilda,3182.0,Café,Convenience Store,Thai Restaurant,Australian Restaurant,Pizza Place,Hostel,Japanese Restaurant,Pub,Malay Restaurant,College Theater
2156,2156,St Kilda,5110.0,Playground,Trail,Pub,,,,,,,
2157,2157,St Kilda East,3183.0,Light Rail Station,Café,Pizza Place,Convenience Store,Pub,Playground,,,,
2158,2158,St Kilda West,3182.0,Bar,Café,Italian Restaurant,Pizza Place,Theater,Convenience Store,Music Venue,Ice Cream Shop,Australian Restaurant,Burger Joint
2159,2159,St Leonards,2065.0,Café,Coffee Shop,Chinese Restaurant,Gym,Vietnamese Restaurant,Convenience Store,Bakery,Sandwich Place,Thai Restaurant,Lebanese Restaurant
2160,2160,St Lucia,4067.0,Coffee Shop,Bakery,Grocery Store,Gym,Pizza Place,Convenience Store,Liquor Store,,,
2161,2161,St Marys,2760.0,Supermarket,Pub,Fast Food Restaurant,Gym,Pizza Place,Sports Bar,Shopping Mall,Steakhouse,,
2162,2162,St Marys,5042.0,Boat or Ferry,Pub,,,,,,,,
2163,2163,St Morris,5068.0,Burger Joint,Chinese Restaurant,Video Store,Gourmet Shop,Grocery Store,Café,Bakery,Coffee Shop,Supermarket,
2164,2164,St Peters,2044.0,Fast Food Restaurant,Recreation Center,Pub,Grocery Store,Pet Store,Coffee Shop,Hotel,Brewery,,
2165,2165,St Peters,5069.0,Café,Bakery,Playground,BBQ Joint,Australian Restaurant,Dog Run,,,,
2166,2166,Stafford,4053.0,Fast Food Restaurant,Supermarket,Grocery Store,Chinese Restaurant,Pharmacy,Pub,Multiplex,,,
2167,2167,Stafford Heights,4053.0,Farmers Market,Bakery,Supermarket,Fish & Chips Shop,Coffee Shop,Pizza Place,Asian Restaurant,Gym,,
2168,2168,Stanhope Gardens,2768.0,,,,,,,,,,
2169,2169,Stanmore,2048.0,Café,Park,Restaurant,Pub,,,,,,
2170,2170,Stanmore,4514.0,,,,,,,,,,
2171,2171,Steels Creek,3775.0,Museum,,,,,,,,,
2172,2172,Stepney,5069.0,Bar,Sushi Restaurant,Café,Liquor Store,Asian Restaurant,Gastropub,Gourmet Shop,Soccer Stadium,Shopping Mall,Park
2173,2173,Stirling,2611.0,Optical Shop,Sports Club,Australian Restaurant,,,,,,,
2174,2174,Stirling,5152.0,Coffee Shop,Supermarket,Australian Restaurant,Café,Thai Restaurant,Grocery Store,Shopping Mall,Fast Food Restaurant,Chocolate Shop,Sandwich Place
2175,2175,Stirling,6021.0,Fast Food Restaurant,Sandwich Place,Café,Farmers Market,,,,,,
2176,2176,Stockleigh,4280.0,Home Service,,,,,,,,,
2177,2177,Stones Corner,4120.0,Café,Noodle House,Bar,Ice Cream Shop,Sandwich Place,Pawn Shop,Coffee Shop,Gym,Laundromat,Park
2178,2178,Stoneville,6081.0,Liquor Store,,,,,,,,,
2179,2179,Stony Creek,4514.0,,,,,,,,,,
2180,2180,Stonyfell,5066.0,Winery,Wine Shop,Park,,,,,,,
2181,2181,Strathewen,3099.0,Bus Station,,,,,,,,,
2182,2182,Strathfield,2135.0,,,,,,,,,,
2183,2183,Strathfield South,2136.0,Hotel,Greek Restaurant,Asian Restaurant,Chinese Restaurant,,,,,,
2184,2184,Strathmore,3041.0,Deli / Bodega,Café,Grocery Store,Fast Food Restaurant,,,,,,
2185,2185,Strathmore Heights,3041.0,Baseball Field,Clothing Store,Auto Dealership,,,,,,,
2186,2186,Strathpine,4500.0,Fast Food Restaurant,Train Station,Pizza Place,Thai Restaurant,,,,,,
2187,2187,Stratton,6056.0,Chinese Restaurant,Department Store,Liquor Store,Fast Food Restaurant,,,,,,
2188,2188,Stretton,4116.0,Trail,,,,,,,,,
2189,2189,Stuart Park,820.0,Fast Food Restaurant,Convenience Store,Paper / Office Supplies Store,Asian Restaurant,Café,Gastropub,,,,
2190,2190,Sturt,5047.0,Park,Diner,Soccer Field,Pizza Place,Fast Food Restaurant,,,,,
2191,2191,Subiaco,6008.0,Coffee Shop,Café,Japanese Restaurant,Asian Restaurant,Pizza Place,Supermarket,Burger Joint,Juice Bar,Portuguese Restaurant,Bar
2192,2192,Success,6164.0,Home Service,,,,,,,,,
2193,2193,Summer Hill,2130.0,Café,Burger Joint,Pizza Place,Coffee Shop,Farmers Market,Thai Restaurant,Liquor Store,Train Station,Bar,Toy / Game Store
2194,2194,Sumner,4074.0,Brewery,,,,,,,,,
2195,2195,Sunbury,3429.0,Convenience Store,Portuguese Restaurant,Fast Food Restaurant,Grocery Store,,,,,,
2196,2196,Sunnybank,4109.0,Korean Restaurant,Asian Restaurant,Bowling Green,Salon / Barbershop,Bus Station,,,,,
2197,2197,Sunnybank Hills,4109.0,Garden Center,Park,Smoke Shop,Bakery,,,,,,
2198,2198,Sunshine,3020.0,Vietnamese Restaurant,Bakery,Supermarket,Afghan Restaurant,Gym / Fitness Center,,,,,
2199,2199,Sunshine North,3020.0,Gas Station,Pizza Place,Convenience Store,Grocery Store,,,,,,
2200,2200,Sunshine West,3020.0,Grocery Store,Pet Store,BBQ Joint,Lake,Sandwich Place,,,,,
2201,2201,Surrey Downs,5126.0,Spa,Bus Station,,,,,,,,
2202,2202,Surrey Hills,3127.0,Café,Garden Center,Wine Shop,Supermarket,Peking Duck Restaurant,Burger Joint,Thai Restaurant,Bakery,,
2203,2203,Surry Hills,2010.0,Café,Coffee Shop,Pub,Japanese Restaurant,Pizza Place,Vietnamese Restaurant,Lebanese Restaurant,Breakfast Spot,Karaoke Bar,Convenience Store
2204,2204,Sutherland,2232.0,Café,Pub,Thai Restaurant,Convenience Store,Platform,Park,Grocery Store,Chinese Restaurant,Thrift / Vintage Store,Sandwich Place
2205,2205,Swan View,6056.0,Theater,Massage Studio,Park,,,,,,,
2206,2206,Swanbourne,6010.0,,,,,,,,,,
2207,2207,Sydenham,2044.0,Fast Food Restaurant,Pet Store,Fish Market,Café,Speakeasy,Grocery Store,,,,
2208,2208,Sydenham,3037.0,Basketball Court,Park,Toy / Game Store,Business Service,,,,,,
2209,2209,Sydney Olympic Park,2127.0,Café,Hotel,Thai Restaurant,Australian Restaurant,Stadium,Restaurant,Event Space,Coffee Shop,Athletics & Sports,Pizza Place
2210,2210,Sylvania,2224.0,Supermarket,Donut Shop,Sushi Restaurant,Bowling Alley,Bus Station,Café,Gym,Fish Market,Sandwich Place,Coffee Shop
2211,2211,Sylvania Waters,2224.0,Golf Course,Café,,,,,,,,
2212,2212,Symonston,2609.0,Sporting Goods Shop,,,,,,,,,
2213,2213,Taigum,4018.0,Supermarket,Clothing Store,Bus Station,Sandwich Place,,,,,,
2214,2214,Tallegalla,4340.0,,,,,,,,,,
2215,2215,Tamala Park,6030.0,,,,,,,,,,
2216,2216,Tamarama,2026.0,Beach,Australian Restaurant,Café,Pizza Place,Hostel,Playground,Scenic Lookout,Thai Restaurant,Coffee Shop,Vegetarian / Vegan Restaurant
2217,2217,Tamborine,4270.0,,,,,,,,,,
2218,2218,Tanah Merah,4128.0,Women's Store,Burger Joint,Convenience Store,,,,,,,
2219,2219,Taperoo,5017.0,Grocery Store,Track,Train Station,,,,,,,
2220,2220,Tapping,6065.0,,,,,,,,,,
2221,2221,Taren Point,2229.0,Café,Baby Store,Athletics & Sports,Pier,Flower Shop,Paper / Office Supplies Store,Burger Joint,Bowling Green,Department Store,Event Service
2222,2222,Taringa,4068.0,Bus Stop,Board Shop,Gym,Platform,Café,Luggage Store,Coffee Shop,Pizza Place,Organic Grocery,Mexican Restaurant
2223,2223,Tarneit,3029.0,Discount Store,,,,,,,,,
2224,2224,Taroona,7053.0,Restaurant,Beach,Café,,,,,,,
2225,2225,Tarragindi,4121.0,Coffee Shop,Hot Dog Joint,Indian Restaurant,Gym,,,,,,
2226,2226,Tarrawarra,3775.0,,,,,,,,,,
2227,2227,Taylors Hill,3037.0,,,,,,,,,,
2228,2228,Taylors Lakes,3038.0,Fast Food Restaurant,Café,Shopping Mall,Food Court,Liquor Store,Video Game Store,Electronics Store,,,
2229,2229,Tea Tree Gully,5091.0,Nature Preserve,,,,,,,,,
2230,2230,Tecoma,3160.0,Train Station,Fast Food Restaurant,Fried Chicken Joint,Indian Restaurant,Bakery,,,,,
2231,2231,Telopea,2117.0,Chinese Restaurant,Train Station,Flower Shop,Bakery,,,,,,
2232,2232,Tempe,2044.0,Gas Station,Pub,Park,Platform,Thai Restaurant,Bus Station,Golf Course,Food Truck,,
2233,2233,Templestowe,3106.0,Café,Chinese Restaurant,Recreation Center,,,,,,,
2234,2234,Templestowe Lower,3107.0,Furniture / Home Store,,,,,,,,,
2235,2235,Teneriffe,4005.0,Café,Ice Cream Shop,Park,Fish Market,Coffee Shop,Beer Bar,Thai Restaurant,Hotel,Brewery,Trail
2236,2236,Tennyson,2754.0,,,,,,,,,,
2237,2237,Tennyson,4105.0,Train Station,Lake,,,,,,,,
2238,2238,Tennyson,5022.0,Park,Beach,,,,,,,,
2239,2239,Tennyson Point,2111.0,Park,Cafeteria,,,,,,,,
2240,2240,Terrey Hills,2084.0,Fast Food Restaurant,Grocery Store,Japanese Restaurant,Park,Café,,,,,
2241,2241,Thagoona,4306.0,,,,,,,,,,
2242,2242,The Basin,3154.0,Café,Bakery,Park,Temple,,,,,,
2243,2243,The Gap,4061.0,Market,Park,,,,,,,,
2244,2244,The Gardens,820.0,Café,Gastropub,Seafood Restaurant,Fast Food Restaurant,Garden,,,,,
2245,2245,The Lakes,6556.0,,,,,,,,,,
2246,2246,The Narrows,820.0,Volleyball Court,Furniture / Home Store,Convenience Store,,,,,,,
2247,2247,The Patch,3792.0,,,,,,,,,,
2248,2248,The Range,5172.0,,,,,,,,,,
2249,2249,The Rocks,2000.0,Café,Hotel,Australian Restaurant,Pub,Sandwich Place,Hotel Bar,Cocktail Bar,Ice Cream Shop,Italian Restaurant,Park
2250,2250,The Slopes,2754.0,,,,,,,,,,
2251,2251,The Vines,6069.0,,,,,,,,,,
2252,2252,Thebarton,5031.0,Pub,Vietnamese Restaurant,,,,,,,,
2253,2253,Theodore,2905.0,Shopping Plaza,,,,,,,,,
2254,2254,Thomastown,3074.0,Gas Station,Dessert Shop,Fish & Chips Shop,Coffee Shop,,,,,,
2255,2255,Thornbury,3071.0,Café,Playground,,,,,,,,
2256,2256,Thorneside,4158.0,Dance Studio,BBQ Joint,Pet Store,Soccer Field,Grocery Store,,,,,
2257,2257,Thorngate,5082.0,Park,Dog Run,Gas Station,Food & Drink Shop,,,,,,
2258,2258,Thornlands,4164.0,Business Service,Garden Center,,,,,,,,
2259,2259,Thornleigh,2120.0,Gym / Fitness Center,Thai Restaurant,Golf Course,Soccer Field,Pizza Place,Athletics & Sports,Hotel,Asian Restaurant,Café,Fast Food Restaurant
2260,2260,Thornlie,6108.0,Park,,,,,,,,,
2261,2261,Three Bridges,3797.0,,,,,,,,,,
