,Suburb_id,Suburb,Postcode,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
278,278,Botanic Ridge,3977.0,,,,,,,,,,
279,279,Botany,2019.0,Café,Thai Restaurant,Seafood Restaurant,Grocery Store,Gym,Pizza Place,Liquor Store,Pub,Falafel Restaurant,Fried Chicken Joint
280,280,Bow Bowing,2566.0,Tennis Court,,,,,,,,,
281,281,Bowden,5007.0,Café,Train Station,Pizza Place,Gym,Thrift / Vintage Store,Beer Store,Greek Restaurant,Breakfast Spot,Supermarket,Pub
282,282,Bowen Hills,4006.0,Coffee Shop,Vietnamese Restaurant,Train Station,Café,Mexican Restaurant,Asian Restaurant,Gym,Sandwich Place,,
283,283,Box Hill,2765.0,,,,,,,,,,
284,284,Box Hill,3128.0,Asian Restaurant,Chinese Restaurant,Dumpling Restaurant,Korean Restaurant,Vietnamese Restaurant,Coffee Shop,Szechuan Restaurant,Café,Fried Chicken Joint,Electronics Store
285,285,Box Hill North,3129.0,Park,Intersection,Flower Shop,Bus Station,,,,,,
286,286,Box Hill South,3128.0,Park,Golf Course,Tennis Court,Café,Playground,,,,,
287,287,Boya,6056.0,,,,,,,,,,
288,288,Brabham,6055.0,Playground,,,,,,,,,
289,289,Bracalba,4512.0,,,,,,,,,,
290,290,Bracken Ridge,4017.0,Bus Station,Men's Store,,,,,,,,
291,291,Bradbury,2560.0,Shopping Mall,Supermarket,Chinese Restaurant,Furniture / Home Store,,,,,,
292,292,Braddon,2612.0,Café,Coffee Shop,Mediterranean Restaurant,Ice Cream Shop,Bar,Flower Shop,Pizza Place,Liquor Store,Asian Restaurant,Food Truck
293,293,Braeside,3195.0,,,,,,,,,,
294,294,Brahma Lodge,5109.0,,,,,,,,,,
295,295,Brassall,4305.0,,,,,,,,,,
296,296,Bray Park,4500.0,,,,,,,,,,
297,297,Braybrook,3019.0,Bakery,Park,,,,,,,,
298,298,Breakfast Point,2137.0,Park,Café,Grocery Store,Boat or Ferry,Pier,Gym / Fitness Center,,,,
299,299,Brendale,4500.0,Swim School,,,,,,,,,
300,300,Brentwood,6153.0,Café,Deli / Bodega,Brewery,Vacation Rental,Bus Station,,,,,
301,301,Briar Hill,3088.0,Deli / Bodega,Italian Restaurant,Restaurant,Bakery,,,,,,
302,302,Bridgeman Downs,4035.0,Park,,,,,,,,,
303,303,Bridgewater,7030.0,Grocery Store,Shopping Mall,Department Store,Fast Food Restaurant,,,,,,
304,304,Brigadoon,6069.0,,,,,,,,,,
305,305,Brighton,3186.0,Café,Japanese Restaurant,Convenience Store,Frozen Yogurt Shop,Movie Theater,Thai Restaurant,Grocery Store,Malay Restaurant,Coffee Shop,Lounge
306,306,Brighton,4017.0,Furniture / Home Store,Pub,Bus Station,,,,,,,
307,307,Brighton,5048.0,Café,Train Station,Indian Restaurant,Asian Restaurant,Sandwich Place,Coffee Shop,Restaurant,Ice Cream Shop,Burger Joint,Neighborhood
308,308,Brighton,7030.0,Playground,Bakery,Grocery Store,Bistro,,,,,,
309,309,Brighton East,3187.0,Thai Restaurant,Gym / Fitness Center,Italian Restaurant,Furniture / Home Store,Light Rail Station,Electronics Store,Pizza Place,,,
310,310,Bringelly,2556.0,Fast Food Restaurant,Convenience Store,,,,,,,,
311,311,Brinkin,810.0,Coffee Shop,Café,,,,,,,,
312,312,Broadmeadows,3047.0,Bakery,Shopping Mall,Grocery Store,,,,,,,
313,313,Broadview,5083.0,Pizza Place,Pharmacy,,,,,,,,
314,314,Brompton,5007.0,Beer Store,Pub,Thrift / Vintage Store,Greek Restaurant,Café,Thai Restaurant,Fast Food Restaurant,Deli / Bodega,,
315,315,Bronte,2024.0,Juice Bar,Restaurant,Breakfast Spot,Bowling Alley,Belgian Restaurant,Park,Australian Restaurant,Bakery,,
316,316,Brookdale,6112.0,Optical Shop,Clothing Store,,,,,,,,
317,317,Brookfield,3338.0,,,,,,,,,,
318,318,Brookfield,4069.0,,,,,,,,,,
319,319,Brooklyn,2083.0,Park,,,,,,,,,
320,320,Brooklyn,3012.0,Café,Food Truck,Electronics Store,,,,,,,
321,321,Brooklyn Park,5032.0,Pizza Place,Asian Restaurant,Vietnamese Restaurant,Grocery Store,,,,,,
322,322,Brookvale,2100.0,Bakery,Department Store,Brewery,Optical Shop,Gym / Fitness Center,Gym,Grocery Store,Pizza Place,Café,Shopping Mall
323,323,Brookwater,4300.0,Brewery,Golf Course,Australian Restaurant,IT Services,,,,,,
324,324,Brown Hill Creek,5062.0,Electronics Store,,,,,,,,,
325,325,Browns Plains,4118.0,Park,Sporting Goods Shop,Thrift / Vintage Store,Gas Station,,,,,,
326,326,Bruce,2617.0,Gym,Rest Area,Pool,,,,,,,
327,327,Brunswick,3056.0,Café,Bar,Grocery Store,Pizza Place,Dessert Shop,Arts & Crafts Store,Mexican Restaurant,Thai Restaurant,Bakery,Climbing Gym
328,328,Brunswick East,3057.0,Café,Light Rail Station,Garden Center,Convenience Store,Coffee Shop,Athletics & Sports,Community Center,Pub,,
329,329,Brunswick West,3055.0,Grocery Store,Italian Restaurant,Café,Sri Lankan Restaurant,Burger Joint,Asian Restaurant,Sandwich Place,Light Rail Station,Pizza Place,
330,330,Buccan,4207.0,,,,,,,,,,
331,331,Buckland Park,5120.0,,,,,,,,,,
332,332,Buffalo Creek,810.0,,,,,,,,,,
333,333,Bulimba,4171.0,Coffee Shop,Sushi Restaurant,Italian Restaurant,Movie Theater,BBQ Joint,Board Shop,Café,Bookstore,Mexican Restaurant,Pizza Place
334,334,Bull Creek,6149.0,Chinese Restaurant,Shopping Mall,Liquor Store,Grocery Store,Park,Hong Kong Restaurant,Fast Food Restaurant,Italian Restaurant,Japanese Restaurant,
335,335,Bulla,3428.0,,,,,,,,,,
336,336,Bulleen,3105.0,Fast Food Restaurant,Laundromat,Seafood Restaurant,Gym,Pizza Place,Donut Shop,Supermarket,,,
337,337,Bullsbrook,6084.0,,,,,,,,,,
338,338,Bundamba,4304.0,,,,,,,,,,
339,339,Bundeena,2230.0,Café,Beach,Grocery Store,Pub,Pier,,,,,
340,340,Bundoora,3083.0,Bakery,Supermarket,Portuguese Restaurant,Shopping Mall,Café,Pizza Place,Thai Restaurant,Food & Drink Shop,Hotel Bar,
341,341,Bunya,4055.0,,,,,,,,,,
342,342,Bunyip,3815.0,Grocery Store,Restaurant,Bar,Train Station,,,,,,
343,343,Bunyip North,3815.0,,,,,,,,,,
344,344,Burbank,4156.0,Trail,,,,,,,,,
345,345,Burnley,3121.0,Café,Light Rail Station,Dog Run,Convenience Store,Furniture / Home Store,Park,Platform,Golf Course,,
346,346,Burns Beach,6028.0,Art Gallery,,,,,,,,,
347,347,Burnside,3023.0,Martial Arts Dojo,Sporting Goods Shop,,,,,,,,
348,348,Burnside,5066.0,,,,,,,,,,
349,349,Burnside Heights,3023.0,Park,Convenience Store,Bus Station,,,,,,,
350,350,Burpengary,4505.0,Pharmacy,Liquor Store,Grocery Store,Train Station,,,,,,
351,351,Burraneer,2230.0,Beach,,,,,,,,,
352,352,Burswood,6100.0,Hotel,Asian Restaurant,American Restaurant,Park,Casino,Theater,BBQ Joint,Lounge,Café,Restaurant
353,353,Burton,5110.0,Supermarket,Electronics Store,Fast Food Restaurant,,,,,,,
354,354,Burwood,2134.0,Chinese Restaurant,Supermarket,Other Nightlife,Fast Food Restaurant,Cantonese Restaurant,Gym,Hookah Bar,Asian Restaurant,Vietnamese Restaurant,Café
355,355,Burwood,3125.0,Café,Supermarket,,,,,,,,
356,356,Burwood East,3151.0,Supermarket,Sandwich Place,Garden Center,Sushi Restaurant,Burger Joint,Café,Snack Place,Grocery Store,Mobile Phone Shop,Gym
357,357,Burwood Heights,2136.0,Tennis Court,Park,Pub,Convenience Store,Burger Joint,,,,,
358,358,Busby,2168.0,,,,,,,,,,
359,359,Butler,6036.0,,,,,,,,,,
360,360,Byford,6122.0,Fast Food Restaurant,Pub,Shopping Mall,Grocery Store,,,,,,
361,361,Cabarita,2137.0,Park,Bus Station,Beach,Gym / Fitness Center,,,,,,
362,362,Caboolture,4510.0,,,,,,,,,,
363,363,Caboolture South,4510.0,Home Service,,,,,,,,,
364,364,Cabramatta,2166.0,Vietnamese Restaurant,Chinese Restaurant,Bubble Tea Shop,Pizza Place,Café,Bakery,Fast Food Restaurant,Bar,Sandwich Place,Cambodian Restaurant
365,365,Cabramatta West,2166.0,Thai Restaurant,Gastropub,Convenience Store,Eastern European Restaurant,,,,,,
366,366,Caddens,2747.0,,,,,,,,,,
367,367,Cairnlea,3023.0,Shopping Mall,Asian Restaurant,Gym,Pharmacy,Lake,Restaurant,Seafood Restaurant,Supermarket,,
368,368,Calamvale,4116.0,Bakery,Indian Restaurant,Malay Restaurant,Sandwich Place,Pizza Place,Liquor Store,Thai Restaurant,Convenience Store,Café,
369,369,Caldermeade,3984.0,,,,,,,,,,
370,370,Calista,6167.0,,,,,,,,,,
371,371,Calvert,4340.0,,,,,,,,,,
372,372,Calwell,2905.0,Sports Bar,,,,,,,,,
373,373,Camberwell,3124.0,Café,Thai Restaurant,Train Station,Light Rail Station,Martial Arts Dojo,,,,,
374,374,Cambridge Gardens,2747.0,Grocery Store,Sandwich Place,Pizza Place,Hotel,Fast Food Restaurant,,,,,
375,375,Cambridge Park,2747.0,Bus Stop,Performing Arts Venue,,,,,,,,
376,376,Camden,2570.0,Café,Fast Food Restaurant,Supermarket,Bar,,,,,,
377,377,Camden Park,5038.0,Fast Food Restaurant,Café,Liquor Store,Grocery Store,,,,,,
378,378,Camden South,2570.0,Zoo,Farm,,,,,,,,
379,379,Camillo,6111.0,Spa,,,,,,,,,
380,380,Camira,4300.0,Pizza Place,,,,,,,,,
381,381,Cammeray,2062.0,Café,Breakfast Spot,Asian Restaurant,Fruit & Vegetable Store,Sports Bar,Bus Station,Butcher,Thai Restaurant,Gym,Shopping Mall
382,382,Camp Hill,4152.0,Supermarket,Burger Joint,Deli / Bodega,Pizza Place,Coffee Shop,Ice Cream Shop,Indian Restaurant,,,
383,383,Camp Mountain,4520.0,,,,,,,,,,
384,384,Campbell,2612.0,Pub,Australian Restaurant,Molecular Gastronomy Restaurant,Hotel,Bar,,,,,
385,385,Campbellfield,3061.0,Paintball Field,,,,,,,,,
386,386,Campbells Pocket,4521.0,,,,,,,,,,
387,387,Campbelltown,2560.0,Pub,Ice Cream Shop,Bakery,Fast Food Restaurant,Pet Store,Pizza Place,Playground,,,
388,388,Campbelltown,5074.0,Grocery Store,Construction & Landscaping,Café,,,,,,,
389,389,Camperdown,2050.0,Café,Convenience Store,Donut Shop,Restaurant,Pet Store,Motorcycle Shop,Liquor Store,Australian Restaurant,Gym / Fitness Center,Pizza Place
390,390,Campsie,2194.0,Korean Restaurant,Malay Restaurant,Fast Food Restaurant,Food & Drink Shop,Department Store,Café,Japanese Restaurant,Chinese Restaurant,Fried Chicken Joint,Sushi Restaurant
391,391,Canada Bay,2046.0,Football Stadium,Bakery,Brewery,Furniture / Home Store,Playground,Athletics & Sports,Gym,Paper / Office Supplies Store,Coffee Shop,
392,392,Canley Heights,2166.0,Vietnamese Restaurant,Bar,Snack Place,Middle Eastern Restaurant,Bakery,Gym,Thai Restaurant,Grocery Store,Tapas Restaurant,Pet Store
393,393,Canley Vale,2166.0,Vietnamese Restaurant,Chinese Restaurant,Café,Train Station,Pizza Place,Platform,BBQ Joint,Restaurant,Bubble Tea Shop,Pub
394,394,Canning Mills,6111.0,Park,,,,,,,,,
395,395,Canning Vale,6155.0,Fast Food Restaurant,Electronics Store,Shopping Mall,Coffee Shop,Sandwich Place,Pizza Place,Café,Supermarket,Department Store,
396,396,Cannington,6107.0,Fast Food Restaurant,Electronics Store,Café,Chinese Restaurant,Pharmacy,Sushi Restaurant,Supermarket,Asian Restaurant,Sporting Goods Shop,Discount Store
397,397,Cannon Hill,4170.0,Supermarket,Shopping Mall,Fast Food Restaurant,Coffee Shop,Pharmacy,Department Store,Furniture / Home Store,Sandwich Place,Video Game Store,Video Store
398,398,Cannons Creek,3977.0,IT Services,,,,,,,,,
399,399,Canoelands,2157.0,Farm,,,,,,,,,
400,400,Canterbury,2193.0,Supermarket,Café,Platform,Pool,Camera Store,Park,Fast Food Restaurant,Train Station,Liquor Store,Bakery
401,401,Canterbury,3126.0,Café,Knitting Store,Seafood Restaurant,Convenience Store,,,,,,
402,402,Capalaba,4157.0,Fast Food Restaurant,Supermarket,Mexican Restaurant,Pizza Place,Coffee Shop,Sandwich Place,Department Store,Gym,Shopping Mall,Big Box Store
403,403,Cape Schanck,3939.0,,,,,,,,,,
404,404,Capel Sound,3940.0,,,,,,,,,,
405,405,Carabooda,6033.0,,,,,,,,,,
406,406,Carbrook,4130.0,,,,,,,,,,
407,407,Cardinia,3978.0,Home Service,,,,,,,,,
408,408,Cardup,6123.0,,,,,,,,,,
409,409,Carina,4152.0,Café,Athletics & Sports,Convenience Store,Bakery,,,,,,
410,410,Carindale,4152.0,Bus Station,,,,,,,,,
411,411,Carine,6020.0,,,,,,,,,,
412,412,Caringbah South,2229.0,Seafood Restaurant,Indian Restaurant,Café,,,,,,,
413,413,Carlingford,2118.0,,,,,,,,,,
414,414,Carlisle,6101.0,Thai Restaurant,Italian Restaurant,Convenience Store,Liquor Store,,,,,,
415,415,Carlton,2218.0,Japanese Restaurant,Pet Store,Dessert Shop,Seafood Restaurant,Gym,,,,,
416,416,Carlton,3053.0,Italian Restaurant,Café,Light Rail Station,Coffee Shop,Burger Joint,Bar,Deli / Bodega,Pizza Place,Wine Bar,Gourmet Shop
417,417,Carlton North,3054.0,Pub,Café,Light Rail Station,Italian Restaurant,Shoe Store,BBQ Joint,Bakery,Middle Eastern Restaurant,Thai Restaurant,Supermarket
418,418,Carmel,6076.0,,,,,,,,,,
419,419,Carnegie,3163.0,Café,Asian Restaurant,Thai Restaurant,Korean Restaurant,Malay Restaurant,Dumpling Restaurant,Coffee Shop,Pizza Place,Bagel Shop,Train Station
420,420,Carnes Hill,2171.0,Supermarket,Café,Fast Food Restaurant,Coffee Shop,Pizza Place,Liquor Store,Shopping Mall,Department Store,,
421,421,Carole Park,4300.0,,,,,,,,,,
422,422,Caroline Springs,3023.0,Basketball Court,Pizza Place,Bus Stop,Convenience Store,Athletics & Sports,,,,,
423,423,Carramar,2163.0,Park,Burger Joint,Train Station,Italian Restaurant,Ice Cream Shop,,,,,
424,424,Carramar,6031.0,Golf Course,,,,,,,,,
425,425,Carrum,3197.0,Café,River,Fish & Chips Shop,BBQ Joint,Beach,Pizza Place,Grocery Store,Train Station,Burger Joint,
426,426,Carrum Downs,3201.0,Gas Station,Adult Boutique,Brewery,Fast Food Restaurant,Thrift / Vintage Store,Gym / Fitness Center,Rock Climbing Spot,,,
427,427,Carseldine,4034.0,Café,Fish & Chips Shop,Tennis Court,Coffee Shop,Flower Shop,Bus Stop,Gym,Pizza Place,Portuguese Restaurant,Sushi Restaurant
428,428,Carss Park,2221.0,Gym / Fitness Center,Other Great Outdoors,Roof Deck,Café,,,,,,
429,429,Cartwright,2168.0,Indoor Play Area,Music Venue,Playground,,,,,,,
430,430,Casey,2913.0,Supermarket,Shopping Mall,Gastropub,,,,,,,
431,431,Cashmere,4500.0,,,,,,,,,,
432,432,Castle Cove,2069.0,Park,Golf Course,Athletics & Sports,,,,,,,
433,433,Castle Hill,2154.0,Chinese Restaurant,Restaurant,Coffee Shop,Gym / Fitness Center,Gym,Bar,,,,
434,434,Castlecrag,2068.0,Harbor / Marina,Bay,Scenic Lookout,Playground,,,,,,
435,435,Castlereagh,2749.0,,,,,,,,,,
436,436,Casuarina,810.0,Fast Food Restaurant,Coffee Shop,Department Store,Supermarket,Pizza Place,Steakhouse,Australian Restaurant,Shopping Mall,Donut Shop,Thai Restaurant
437,437,Casuarina,6167.0,,,,,,,,,,
438,438,Casula,2170.0,Italian Restaurant,Shopping Mall,Video Store,Liquor Store,Chinese Restaurant,,,,,
439,439,Catani,3981.0,,,,,,,,,,
440,440,Catherine Field,2557.0,,,,,,,,,,
441,441,Cattai,2756.0,Dry Cleaner,,,,,,,,,
442,442,Caulfield,3162.0,Pizza Place,Convenience Store,Gym,,,,,,,
443,443,Caulfield East,3145.0,Café,Chinese Restaurant,Fast Food Restaurant,Bubble Tea Shop,Platform,Noodle House,Thai Restaurant,Sandwich Place,Grocery Store,Train
444,444,Caulfield North,3161.0,Thai Restaurant,Steakhouse,Middle Eastern Restaurant,Light Rail Station,,,,,,
445,445,Caulfield South,3162.0,Gym,Deli / Bodega,Fish & Chips Shop,Pub,Other Great Outdoors,Pizza Place,,,,
446,446,Cavan,5094.0,Steakhouse,Miscellaneous Shop,Sandwich Place,Hotel Bar,,,,,,
447,447,Caversham,6055.0,Deli / Bodega,Convenience Store,,,,,,,,
448,448,Cawdor,2570.0,,,,,,,,,,
449,449,Cecil Hills,2171.0,Shopping Mall,Locksmith,Café,,,,,,,
450,450,Cecil Park,2178.0,,,,,,,,,,
451,451,Cedar Grove,4285.0,,,,,,,,,,
452,452,Cedar Vale,4285.0,,,,,,,,,,
453,453,Centennial Park,2021.0,Garden,Restaurant,Tourist Information Center,Grocery Store,Australian Restaurant,Café,Pizza Place,Playground,Spa,Park
454,454,Chadstone,3148.0,Convenience Store,,,,,,,,,
455,455,Chambers Flat,4133.0,Insurance Office,,,,,,,,,
456,456,Champion Lakes,6111.0,Lake,,,,,,,,,
457,457,Chandler,4155.0,Diner,Sporting Goods Shop,,,,,,,,
458,458,Chandlers Hill,5159.0,,,,,,,,,,
459,459,Channel Island,822.0,,,,,,,,,,
460,460,Chapel Hill,4069.0,Bus Station,Liquor Store,Art Gallery,,,,,,,
461,461,Chapman,2611.0,Fish & Chips Shop,Market,Grocery Store,,,,,,,
462,462,Charles Darwin,820.0,,,,,,,,,,
463,463,Charnwood,2615.0,Construction & Landscaping,,,,,,,,,
464,464,Chatswood,2067.0,Café,Coffee Shop,Food Court,Gym,Ice Cream Shop,Train Station,Thai Restaurant,Sushi Restaurant,Malay Restaurant,Shopping Mall
465,465,Chatswood West,2067.0,Trail,Flower Shop,Arcade,Sports Club,Food Court,Golf Course,Convenience Store,,,
466,466,Chelmer,4068.0,Thai Restaurant,Japanese Restaurant,Café,Ice Cream Shop,Pizza Place,,,,,
467,467,Chelsea,3196.0,Pub,Playground,Park,Athletics & Sports,Arcade,Soccer Field,,,,
468,468,Chelsea Heights,3196.0,Bakery,Construction & Landscaping,Seafood Restaurant,Market,Pizza Place,Grocery Store,Chinese Restaurant,Thai Restaurant,,
469,469,Cheltenham,2119.0,Train Station,Platform,,,,,,,,
470,470,Cheltenham,3192.0,Japanese Restaurant,,,,,,,,,
471,471,Cheltenham,5014.0,Train Station,Grocery Store,Mediterranean Restaurant,Sushi Restaurant,Shopping Mall,Coffee Shop,Football Stadium,,,
472,472,Chermside,4032.0,Café,Fast Food Restaurant,Burger Joint,Department Store,Electronics Store,German Restaurant,Multiplex,Movie Theater,Big Box Store,Food Court
473,473,Chermside West,4032.0,Park,Coffee Shop,Bus Station,Indian Restaurant,Gym,,,,,
474,474,Cherry Gardens,5157.0,,,,,,,,,,
475,475,Cherrybrook,2126.0,Lake,,,,,,,,,
476,476,Chester Hill,2162.0,Fast Food Restaurant,Falafel Restaurant,Restaurant,Thrift / Vintage Store,,,,,,
477,477,Chidlow,6556.0,,,,,,,,,,
478,478,Chifley,2036.0,Food & Drink Shop,Road,Shop & Service,Café,Restaurant,,,,,
479,479,Chifley,2606.0,Train Station,Playground,Convenience Store,Café,,,,,,
480,480,Chigwell,7011.0,Pub,Australian Restaurant,,,,,,,,
481,481,Chippendale,2008.0,Café,Bar,Coffee Shop,Pub,Thai Restaurant,Hotel,Burger Joint,Bakery,Bubble Tea Shop,Ice Cream Shop
482,482,Chipping Norton,2170.0,Park,Supermarket,Shopping Mall,Café,,,,,,
483,483,Chirnside Park,3116.0,,,,,,,,,,
484,484,Chisholm,2905.0,Bus Stop,,,,,,,,,
485,485,Chiswick,2046.0,Dance Studio,Harbor / Marina,Scenic Lookout,Soccer Field,Playground,,,,,
486,486,Christie Downs,5164.0,Train Station,Baseball Field,Fish & Chips Shop,Grocery Store,Bakery,,,,,
487,487,Christies Beach,5165.0,Grocery Store,Pub,Liquor Store,Gas Station,,,,,,
488,488,Christmas Hills,3775.0,,,,,,,,,,
489,489,Chum Creek,3777.0,,,,,,,,,,
490,490,Church Point,2105.0,Scenic Lookout,,,,,,,,,
491,491,Churchill,4305.0,Auto Garage,,,,,,,,,
492,492,Churchlands,6018.0,Park,Bus Station,,,,,,,,
493,493,Chuwar,4306.0,,,,,,,,,,
494,494,City Beach,6015.0,,,,,,,,,,
495,495,Clapham,5062.0,Business Service,Fish & Chips Shop,Café,,,,,,,
496,496,Claremont,6010.0,Café,Italian Restaurant,Coffee Shop,Bar,Mexican Restaurant,Grocery Store,Nightclub,French Restaurant,Sports Club,Burger Joint
497,497,Claremont,7011.0,Gas Station,Gym / Fitness Center,Fast Food Restaurant,Shopping Mall,Supermarket,,,,,
498,498,Claremont Meadows,2747.0,Playground,,,,,,,,,
499,499,Clarence Gardens,5039.0,Pub,Soccer Field,Athletics & Sports,Liquor Store,,,,,,
500,500,Clarence Park,5034.0,Clothing Store,Coffee Shop,Thrift / Vintage Store,Café,,,,,,
501,501,Clarendon,2756.0,Gas Station,Racecourse,Train Station,Fried Chicken Joint,Pub,,,,,
502,502,Clarendon,5157.0,Australian Restaurant,Convenience Store,Bakery,,,,,,,
503,503,Clarendon Vale,7019.0,,,,,,,,,,
504,504,Clareville,2107.0,Surf Spot,Scenic Lookout,Australian Restaurant,Beach,,,,,,
505,505,Clarinda,3169.0,Shopping Mall,Supermarket,Fast Food Restaurant,Seafood Restaurant,Park,Pharmacy,,,,
506,506,Clarkefield,3430.0,,,,,,,,,,
507,507,Clarkson,6030.0,Home Service,Playground,,,,,,,,
508,508,Clayfield,4011.0,Pizza Place,Bakery,Convenience Store,Chinese Restaurant,Fast Food Restaurant,Seafood Restaurant,Grocery Store,Sandwich Place,Thai Restaurant,Motel
509,509,Claymore,2559.0,Shopping Mall,,,,,,,,,
510,510,Clayton,3168.0,Bar,Bowling Alley,Portuguese Restaurant,,,,,,,
511,511,Clayton South,3169.0,Park,Sandwich Place,Sporting Goods Shop,Café,,,,,,
512,512,Clear Mountain,4500.0,,,,,,,,,,
513,513,Clearview,5085.0,Grocery Store,Pharmacy,Park,Coffee Shop,Bus Station,Café,,,,
514,514,Clematis,3782.0,Train Station,Bar,Café,,,,,,,
515,515,Clemton Park,2206.0,Café,Shopping Plaza,Burger Joint,Pizza Place,Greek Restaurant,Grocery Store,,,,
516,516,Cleveland,4163.0,Gym,Food Truck,History Museum,,,,,,,
517,517,Clifton Hill,3068.0,Café,Park,Train Station,Trail,Pharmacy,Convenience Store,Skate Park,Seafood Restaurant,Pub,Stadium
518,518,Clontarf,2093.0,Café,Beach,Surf Spot,,,,,,,
519,519,Clontarf,4019.0,Fast Food Restaurant,Home Service,Park,Indian Restaurant,,,,,,
520,520,Closeburn,4520.0,,,,,,,,,,
521,521,Clovelly,2031.0,Beach,Café,Pizza Place,Bus Line,Coffee Shop,Hotel,Thai Restaurant,Trail,Bar,Burger Joint
522,522,Clovelly Park,5042.0,Pub,Café,,,,,,,,
523,523,Cloverdale,6105.0,Convenience Store,Liquor Store,,,,,,,,
524,524,Clyde,3978.0,,,,,,,,,,
525,525,Clyde North,3978.0,,,,,,,,,,
526,526,Coalfalls,4305.0,Pub,,,,,,,,,
527,527,Coasters Retreat,2108.0,Trail,Boat or Ferry,Bay,Beach,,,,,,
528,528,Cobbitty,2570.0,Café,,,,,,,,,
529,529,Coburg,3058.0,Café,Supermarket,Middle Eastern Restaurant,Bakery,Coffee Shop,Thai Restaurant,Breakfast Spot,Train Station,Gym,Grocery Store
530,530,Coburg North,3058.0,Light Rail Station,Park,Soccer Field,Café,,,,,,
531,531,Cockatoo,3781.0,Grocery Store,Café,Memorial Site,Train Station,,,,,,
532,532,Cockburn Central,6164.0,Recreation Center,Home Service,Liquor Store,,,,,,,
533,533,Coconut Grove,810.0,Electronics Store,Café,Grocery Store,Fast Food Restaurant,,,,,,
534,534,Coldstream,3770.0,,,,,,,,,,
535,535,Colebee,2761.0,,,,,,,,,,
536,536,Collaroy,2097.0,Café,Indian Restaurant,Beach,Coffee Shop,Sandwich Place,Grocery Store,Bar,,,
537,537,Collaroy Plateau,2097.0,Park,Grocery Store,,,,,,,,
538,538,College Park,5069.0,Café,Bridal Shop,Pub,Gym,Liquor Store,,,,,
539,539,Collingwood,3066.0,Café,Cocktail Bar,Japanese Restaurant,Pub,Bakery,Coffee Shop,Bar,Beer Bar,Vietnamese Restaurant,Ice Cream Shop
540,540,Collingwood Park,4301.0,Grocery Store,,,,,,,,,
541,541,Collinsvale,7012.0,Candy Store,,,,,,,,,
542,542,Collinswood,5081.0,Rental Car Location,Sandwich Place,Pharmacy,Chinese Restaurant,,,,,,
543,543,Colonel Light Gardens,5041.0,Pharmacy,Café,Grocery Store,Fast Food Restaurant,,,,,,
544,544,Colyton,2760.0,Dry Cleaner,American Restaurant,,,,,,,,
545,545,Como,2226.0,Train Station,Café,,,,,,,,
546,546,Como,6152.0,Chinese Restaurant,Playground,Hookah Bar,Liquor Store,,,,,,
547,547,Concord,2137.0,Café,Italian Restaurant,Video Store,Dry Cleaner,Seafood Restaurant,Fast Food Restaurant,Paper / Office Supplies Store,Soccer Field,Burger Joint,Sports Bar
548,548,Condell Park,2200.0,Mediterranean Restaurant,Grocery Store,Wings Joint,Seafood Restaurant,Park,,,,,
549,549,Conder,2906.0,Supermarket,Fast Food Restaurant,Sports Club,Liquor Store,Sandwich Place,Pizza Place,Toy / Game Store,Fried Chicken Joint,Shopping Mall,
550,550,Connells Point,2221.0,Convenience Store,,,,,,,,,
551,551,Connolly,6027.0,Chinese Restaurant,Café,Shopping Mall,Resort,Golf Course,Australian Restaurant,,,,
552,552,Constitution Hill,2145.0,IT Services,Food Truck,Park,Fast Food Restaurant,,,,,,
553,553,Coogee,2034.0,Café,Hotel,Bar,Burger Joint,Italian Restaurant,Park,Gym / Fitness Center,Beach,Fish & Chips Shop,Thai Restaurant
554,554,Coogee,6166.0,Campground,Café,,,,,,,,
555,555,Cook,2614.0,Chinese Restaurant,Bike Trail,Café,Grocery Store,Bar,,,,,
556,556,Coolalinga,839.0,Fast Food Restaurant,Department Store,Shopping Mall,,,,,,,
